Good Guy ID,Bank,Defense Level,Strategy,Last Action,Attack Count,Turns
704,27.0,391,analyst,defense,4,400
705,54.0,391,analyst,defense,6,400
706,10.0,399,be_strongest,defense,4,400
707,20.0,0,copycat,money,141,400
708,220.0,1,not_weakest,money,9,400
709,1330.0,267,two_one_two,defense,3,400
710,190.0,189,random,defense,10,400
711,710.0,133,one_two_one,money,8,400
712,610.0,184,random,defense,7,400
713,8.0,399,late_planner,defense,6,400
714,1330.0,267,two_one_two,defense,4,400
715,1330.0,267,two_one_two,defense,1,400
716,54.0,391,analyst,defense,6,400
717,28.0,396,late_planner,defense,9,400
718,28.0,396,late_planner,defense,5,400
719,470.0,1,not_weakest,money,10,400
720,1294.0,267,two_one_two,defense,5,400
721,54.0,391,analyst,defense,9,400
722,1820.0,133,one_two_one,money,6,400
723,1330.0,267,two_one_two,defense,4,400
724,630.0,1,not_weakest,money,9,400
725,1330.0,267,two_one_two,defense,4,400
726,28.0,396,late_planner,defense,9,400
727,54.0,391,analyst,defense,6,400
728,0.0,0,copycat,money,137,400
729,10.0,399,be_strongest,defense,1,400
730,690.0,133,one_two_one,money,5,400
731,10.0,399,be_strongest,defense,6,400
732,22.4,396,late_planner,defense,12,400
733,970.0,1,not_weakest,money,6,400
734,10.0,399,be_strongest,defense,8,400
735,1330.0,267,two_one_two,defense,3,400
736,20.0,1,not_weakest,money,11,400
737,440.0,1,not_weakest,money,10,400
738,1330.0,267,two_one_two,defense,3,400
739,54.0,391,analyst,defense,3,400
740,160.0,1,not_weakest,money,27,400
741,10.0,399,be_strongest,defense,3,400
742,28.0,396,late_planner,defense,8,400
743,280.0,1,not_weakest,money,9,400
744,54.0,391,analyst,defense,9,400
745,1046.3999999999999,207,random,defense,8,400
746,1018.0,205,random,money,6,400
747,540.0,2,copycat,money,16,400
748,54.0,391,analyst,defense,8,400
749,35.0,395,analyst,defense,2,400
750,28.0,396,late_planner,defense,7,400
751,20.0,0,copycat,money,133,400
752,54.0,391,analyst,defense,5,400
753,1330.0,267,two_one_two,defense,6,400
754,0.0,0,copycat,money,135,400
755,460.0,1,not_weakest,money,11,400
756,750.0,133,one_two_one,money,8,400
757,1290.0,1,not_weakest,money,7,400
758,1780.0,222,random,defense,6,400
759,54.0,391,analyst,defense,8,400
760,1330.0,267,two_one_two,defense,6,400
761,28.0,396,late_planner,defense,1,400
762,1326.0,267,two_one_two,defense,10,400
763,450.0,1,not_weakest,money,11,400
764,28.0,396,late_planner,defense,5,400
765,1857.0,205,random,defense,2,400
766,1330.0,267,two_one_two,defense,6,400
767,390.0,1,not_weakest,money,9,400
768,0.0,0,copycat,money,135,400
769,1868.96,207,random,money,3,400
770,1330.0,267,two_one_two,defense,3,400
771,1990.0,1,not_weakest,money,6,400
772,10.0,399,be_strongest,defense,2,400
773,1688.6,212,random,money,5,400
774,28.0,396,late_planner,defense,5,400
775,28.0,396,late_planner,defense,6,400
776,60.0,176,random,money,4,400
777,54.0,391,analyst,defense,6,400
778,1330.0,267,two_one_two,defense,1,400
779,54.0,391,analyst,defense,2,400
780,748.0,195,random,money,5,400
781,24.0,396,analyst,defense,3,400
782,30.0,1,not_weakest,money,11,400
783,973.1999999999999,198,random,money,6,400
784,1330.0,267,two_one_two,defense,4,400
785,54.0,391,analyst,defense,8,400
786,10.0,399,be_strongest,defense,8,400
787,852.75,208,random,money,4,400
788,20.0,0,copycat,money,132,400
789,320.0,1,not_weakest,money,8,400
790,19.599999999999998,396,late_planner,defense,11,400
791,1318.0,267,two_one_two,defense,4,400
792,10.0,399,be_strongest,defense,3,400
793,1330.0,267,two_one_two,defense,6,400
794,10.0,399,be_strongest,defense,5,400
795,0.0,0,copycat,money,140,400
796,0.0,0,copycat,money,139,400
797,28.0,396,late_planner,defense,7,400
798,28.0,396,late_planner,defense,2,400
799,1330.0,267,two_one_two,defense,8,400
800,54.0,391,analyst,defense,3,400
801,54.0,391,analyst,defense,3,400
802,28.0,396,late_planner,defense,10,400
803,1330.0,267,two_one_two,defense,7,400
804,1494.0,201,random,money,829,400
805,10.0,399,be_strongest,defense,7,400
806,54.0,391,analyst,defense,8,400
807,22.4,396,late_planner,defense,5,400
808,1025.7599999999998,201,random,defense,4,400
809,28.0,396,late_planner,defense,1,400
810,10.0,399,be_strongest,defense,5,400
811,28.0,396,late_planner,defense,9,400
812,10.0,399,be_strongest,defense,5,400
813,1970.0,203,random,defense,2,400
814,450.0,1,not_weakest,money,10,400
815,110.0,133,one_two_one,money,9,400
816,54.0,391,analyst,defense,5,400
817,10.0,399,be_strongest,defense,8,400
818,54.0,391,analyst,defense,11,400
819,270.0,1,not_weakest,money,10,400
820,28.0,396,late_planner,defense,3,400
821,1328.0,267,two_one_two,defense,6,400
822,28.0,396,late_planner,defense,5,400
823,10.0,399,be_strongest,defense,1,400
824,580.0,1,not_weakest,money,8,400
825,1330.0,267,two_one_two,defense,5,400
826,28.0,396,late_planner,defense,11,400
827,28.0,396,late_planner,defense,4,400
828,28.0,396,late_planner,defense,7,400
829,970.0,133,one_two_one,money,10,400
830,90.0,1,not_weakest,money,8,400
831,28.0,396,late_planner,defense,6,400
832,820.0,1,copycat,money,110,400
833,1330.0,267,two_one_two,defense,3,400
834,1560.0,195,random,defense,3,400
835,20.0,0,copycat,money,135,400
836,2080.0,192,random,defense,1,400
837,10.0,399,be_strongest,defense,3,400
838,480.0,190,random,money,6,400
839,1330.0,267,two_one_two,defense,2,400
840,420.0,194,random,money,6,400
841,660.0,133,one_two_one,money,8,400
842,150.0,1,not_weakest,money,8,400
843,0.0,0,copycat,money,135,400
844,20.0,0,copycat,money,134,400
845,0.0,0,copycat,money,140,400
846,28.0,396,late_planner,defense,6,400
847,1716.0,214,random,defense,4,400
848,10.0,399,be_strongest,defense,4,400
849,950.0,1,not_weakest,money,8,400
850,1330.0,267,two_one_two,defense,2,400
851,968.48,197,random,money,3,400
852,600.0,133,one_two_one,money,9,400
853,0.0,0,copycat,money,133,400
854,1330.0,194,random,defense,5,400
855,10.0,399,be_strongest,defense,6,400
856,28.0,396,late_planner,defense,3,400
857,20.0,0,copycat,money,131,400
858,780.0,1,not_weakest,money,7,400
859,540.0,1,not_weakest,money,12,400
860,700.0,133,one_two_one,money,6,400
861,130.0,1,not_weakest,money,11,400
862,10.0,399,be_strongest,defense,4,400
863,54.0,391,analyst,defense,3,400
864,580.0,189,random,money,6,400
865,1393.6,211,random,defense,4,400
866,54.0,391,analyst,defense,3,400
867,240.0,205,random,defense,7,400
868,28.0,397,analyst,defense,4,400
869,1330.0,267,two_one_two,defense,7,400
870,170.0,133,one_two_one,money,8,400
871,20.0,0,copycat,money,134,400
872,54.0,391,analyst,defense,7,400
873,10.0,399,be_strongest,defense,4,400
874,1330.0,267,two_one_two,defense,5,400
875,320.0,1,not_weakest,money,11,400
876,1328.0,267,two_one_two,defense,5,400
877,150.0,133,one_two_one,money,9,400
878,54.0,391,analyst,defense,3,400
879,170.0,133,one_two_one,money,9,400
880,150.0,133,one_two_one,money,7,400
881,28.0,396,late_planner,defense,5,400
882,10.0,399,be_strongest,defense,5,400
883,482.0,207,random,defense,7,400
884,28.0,396,late_planner,defense,5,400
885,300.0,1,copycat,money,112,400
886,20.0,0,copycat,money,133,400
887,1330.0,267,two_one_two,defense,4,400
888,10.0,399,be_strongest,defense,5,400
889,20.0,0,copycat,money,134,400
890,10.0,399,be_strongest,defense,8,400
891,1330.0,267,two_one_two,defense,7,400
892,54.0,391,analyst,defense,5,400
893,10.0,399,be_strongest,defense,5,400
894,0.0,0,copycat,money,136,400
895,1330.0,267,two_one_two,defense,9,400
896,10.0,399,be_strongest,defense,3,400
897,20.0,0,copycat,money,125,400
898,1330.0,267,two_one_two,defense,5,400
899,28.0,396,late_planner,defense,7,400
900,10.0,399,be_strongest,defense,5,400
901,0.0,180,random,money,3,400
902,21.0,393,analyst,defense,8,400
903,28.0,396,late_planner,defense,5,400
904,10.0,399,be_strongest,defense,2,400
905,300.0,186,random,money,3,400
906,1400.0,1,not_weakest,money,9,400
907,54.0,391,analyst,defense,6,400
908,1890.0,1,not_weakest,money,7,400
909,30.0,133,one_two_one,money,9,400
910,1330.0,267,two_one_two,defense,4,400
911,54.0,391,analyst,defense,7,400
912,54.0,391,analyst,defense,3,400
913,740.0,133,one_two_one,money,4,400
914,1960.0,204,random,money,3,400
915,28.0,396,late_planner,defense,6,400
916,1930.0,207,random,defense,7,400
917,54.0,391,analyst,defense,4,400
918,54.0,391,analyst,defense,5,400
919,1330.0,267,two_one_two,defense,2,400
920,10.0,399,be_strongest,defense,2,400
921,1330.0,267,two_one_two,defense,3,400
922,1372.1599999999999,187,random,money,6,400
923,10.0,399,be_strongest,defense,7,400
924,1925.0,205,random,defense,3,400
925,1200.0,1,not_weakest,money,10,400
926,28.0,396,late_planner,defense,5,400
927,480.0,133,one_two_one,money,5,400
928,54.0,391,analyst,defense,7,400
929,930.0,1,copycat,money,57,400
930,120.0,1,not_weakest,money,11,400
931,20.0,0,copycat,money,123,400
932,28.0,396,late_planner,defense,6,400
933,28.0,396,late_planner,defense,6,400
934,20.0,0,copycat,money,119,400
935,656.5999999999999,195,random,defense,5,400
936,1800.0,1,copycat,money,63,400
937,10.0,399,be_strongest,defense,5,400
938,20.0,0,copycat,money,122,400
939,310.0,1,not_weakest,money,10,400
940,0.0,0,copycat,money,122,400
941,54.0,391,analyst,defense,6,400
942,20.0,0,copycat,money,130,400
943,10.0,399,be_strongest,defense,7,400
944,1327.0,267,two_one_two,defense,6,400
945,1020.0,207,random,defense,7,400
946,630.0,201,random,defense,8,400
947,0.0,0,copycat,money,121,400
948,29.0,397,analyst,defense,4,400
949,200.0,133,one_two_one,money,6,400
950,2030.0,1,not_weakest,money,6,400
951,1330.0,267,two_one_two,defense,5,400
952,60.0,390,analyst,defense,7,400
953,1649.632,205,random,money,8,400
954,28.0,396,late_planner,defense,12,400
955,310.0,1,not_weakest,money,10,400
956,950.0,1,copycat,money,35,400
957,28.0,396,late_planner,defense,5,400
958,10.0,399,be_strongest,defense,2,400
959,140.0,1,not_weakest,money,11,400
960,1140.0,199,random,defense,4,400
961,60.0,390,analyst,defense,5,400
962,10.0,399,be_strongest,defense,7,400
963,1330.0,267,two_one_two,defense,9,400
964,10.0,399,be_strongest,defense,5,400
965,30.0,395,analyst,defense,5,400
966,10.0,399,be_strongest,defense,9,400
967,10.0,399,be_strongest,defense,5,400
968,10.0,399,be_strongest,defense,4,400
969,1330.0,267,two_one_two,defense,2,400
970,100.0,133,one_two_one,money,7,400
971,918.0999999999999,192,random,money,3,400
972,0.0,0,copycat,money,117,400
973,10.0,399,be_strongest,defense,4,400
974,530.0,133,one_two_one,money,8,400
975,200.47999999999996,197,random,money,10,400
976,1270.0,210,random,defense,6,400
977,1560.0,1,copycat,money,50,400
978,1840.0,216,random,defense,5,400
979,398.43359999999996,202,random,defense,8,400
980,20.0,1,not_weakest,money,10,400
981,28.0,397,analyst,defense,8,400
982,70.0,133,one_two_one,money,10,400
983,0.0,0,copycat,money,118,400
984,1326.0,267,two_one_two,defense,8,400
985,1330.0,267,two_one_two,defense,1,400
986,180.0,133,one_two_one,money,9,400
987,1330.0,267,two_one_two,defense,3,400
988,28.0,396,late_planner,defense,9,400
989,28.0,396,late_planner,defense,8,400
990,510.0,1,not_weakest,money,13,400
991,0.0,0,copycat,money,121,400
992,240.0,133,one_two_one,money,7,400
993,30.0,133,one_two_one,money,7,400
994,28.0,396,late_planner,defense,9,400
995,1020.0,1,not_weakest,money,10,400
996,23.999999999999993,390,analyst,defense,7,400
997,220.0,1,not_weakest,money,10,400
998,1330.0,267,two_one_two,defense,2,400
999,0.0,0,copycat,money,117,400
1000,60.0,390,analyst,defense,5,400
1001,120.0,192,random,defense,8,400
1002,260.0,211,random,money,5,400
1003,1330.0,267,two_one_two,defense,3,400
1004,230.0,133,one_two_one,money,6,400
1005,60.0,390,analyst,defense,4,400
1006,10.0,399,be_strongest,defense,8,400
1007,60.0,390,analyst,defense,5,400
1008,60.0,390,analyst,defense,6,400
1009,450.0,133,one_two_one,money,10,400
1010,0.0,0,copycat,money,115,400
1011,28.0,396,late_planner,defense,6,400
1012,60.0,390,analyst,defense,5,400
1013,110.0,1,copycat,money,113,400
1014,60.0,390,analyst,defense,4,400
1015,20.0,0,copycat,money,116,400
1016,240.0,1,not_weakest,money,8,400
1017,1330.0,267,two_one_two,defense,4,400
1018,1200.0,1,not_weakest,money,8,400
1019,10.0,399,be_strongest,defense,5,400
1020,20.0,0,copycat,money,111,400
1021,460.0,1,not_weakest,money,7,400
1022,1330.0,267,two_one_two,defense,2,400
1023,310.0,133,one_two_one,money,8,400
1024,190.0,133,one_two_one,money,5,400
1025,1330.0,267,two_one_two,defense,6,400
1026,10.0,399,be_strongest,defense,5,400
1027,1780.0,1,not_weakest,money,7,400
1028,20.0,0,copycat,money,112,400
1029,1328.0,267,two_one_two,defense,6,400
1030,20.0,0,copycat,money,113,400
1031,1329.0,267,two_one_two,defense,6,400
1032,10.0,399,be_strongest,defense,6,400
1033,60.0,390,analyst,defense,10,400
1034,35.0,395,late_planner,defense,5,400
1035,10.0,399,be_strongest,defense,4,400
1036,20.0,0,copycat,money,112,400
1037,60.0,390,analyst,defense,3,400
1038,48.0,390,analyst,defense,5,400
1039,1330.0,267,two_one_two,defense,2,400
1040,20.0,0,copycat,money,110,400
1041,916.8,187,random,defense,7,400
1042,60.0,390,analyst,defense,3,400
1043,35.0,395,late_planner,defense,8,400
1044,10.0,399,be_strongest,defense,3,400
1045,60.0,390,analyst,defense,8,400
1046,657.0,206,random,defense,10,400
1047,200.0,1,not_weakest,money,8,400
1048,35.0,395,late_planner,defense,5,400
1049,90.0,133,one_two_one,money,9,400
1050,35.0,395,late_planner,defense,4,400
1051,24.5,395,late_planner,defense,6,400
1052,1317.0,267,two_one_two,defense,6,400
1053,481.8,199,random,defense,7,400
1054,60.0,390,analyst,defense,6,400
1055,10.0,399,be_strongest,defense,3,400
1056,390.0,195,random,money,10,400
1057,10.0,399,be_strongest,defense,6,400
1058,10.0,399,be_strongest,defense,4,400
1059,35.0,395,late_planner,defense,7,400
1060,20.0,0,copycat,money,110,400
1061,230.0,133,one_two_one,money,8,400
1062,10.0,399,be_strongest,defense,7,400
1063,20.0,0,copycat,money,108,400
1064,770.0,1,not_weakest,money,13,400
1065,740.0,185,random,defense,8,400
1066,10.0,399,be_strongest,defense,2,400
1067,35.0,395,late_planner,defense,8,400
1068,35.0,395,late_planner,defense,4,400
1069,1090.0,1,not_weakest,money,9,400
1070,390.0,133,one_two_one,money,11,400
1071,220.0,1,not_weakest,money,14,400
1072,1564.0,210,random,defense,4,400
1073,220.0,133,one_two_one,money,8,400
1074,10.0,399,be_strongest,defense,4,400
1075,60.0,390,analyst,defense,8,400
1076,60.0,390,analyst,defense,10,400
1077,10.0,399,be_strongest,defense,3,400
1078,42.0,390,analyst,defense,6,400
1079,950.0,1,not_weakest,money,9,400
1080,35.0,395,late_planner,defense,5,400
1081,1690.0,1,not_weakest,money,8,400
1082,35.0,395,late_planner,defense,5,400
1083,910.0,133,one_two_one,money,5,400
1084,530.0,133,one_two_one,money,8,400
1085,1154.0,195,random,money,9,400
1086,1530.8,213,random,money,6,400
1087,940.0,133,one_two_one,money,6,400
1088,20.0,0,copycat,money,109,400
1089,1210.0,133,one_two_one,money,7,400
1090,1330.0,267,two_one_two,defense,9,400
1091,10.0,0,copycat,money,109,400
1092,1330.0,267,two_one_two,defense,3,400
1093,60.0,390,analyst,defense,11,400
1094,770.0,1,not_weakest,money,7,400
1095,2080.0,1,not_weakest,money,5,400
1096,1330.0,267,two_one_two,defense,1,400
1097,1372.0,205,random,defense,5,400
1098,1330.0,267,two_one_two,defense,7,400
1099,60.0,390,analyst,defense,7,400
1100,60.0,390,analyst,defense,7,400
1101,10.0,399,be_strongest,defense,10,400
1102,0.0,0,copycat,money,110,400
1103,1640.0,133,one_two_one,money,5,400
1104,31.5,395,late_planner,defense,7,400
1105,30.0,395,late_planner,defense,6,400
1106,1330.0,267,two_one_two,defense,8,400
1107,0.0,0,copycat,money,107,400
1108,30.0,395,late_planner,defense,8,400
1109,30.0,0,copycat,money,103,400
1110,1278.0,267,two_one_two,defense,7,400
1111,10.0,399,be_strongest,defense,3,400
1112,310.0,197,random,defense,7,400
1113,60.0,390,analyst,defense,3,400
1114,1575.6,191,random,money,3,400
1115,90.0,133,one_two_one,money,11,400
1116,10.0,399,be_strongest,defense,7,400
1117,30.0,395,late_planner,defense,9,400
1118,10.0,399,be_strongest,defense,7,400
1119,1330.0,267,two_one_two,defense,9,400
1120,40.0,1,not_weakest,money,8,400
1121,60.0,390,analyst,defense,3,400
1122,1204.0,204,random,defense,4,400
1123,1770.0,1,not_weakest,money,6,400
1124,980.0,1,not_weakest,money,7,400
1125,800.0,197,random,defense,8,400
1126,60.0,390,analyst,defense,4,400
1127,1330.0,267,two_one_two,defense,3,400
1128,1417.0,212,random,money,6,400
1129,420.0,1,not_weakest,money,12,400
1130,1330.0,267,two_one_two,defense,5,400
1131,60.0,390,analyst,defense,10,400
1132,30.0,0,copycat,money,104,400
1133,960.0,133,one_two_one,money,6,400
1134,1550.0,1,not_weakest,money,7,400
1135,190.0,133,one_two_one,money,6,400
1136,10.0,399,be_strongest,defense,3,400
1137,1030.0,194,random,money,5,400
1138,30.0,0,copycat,money,105,400
1139,10.0,0,copycat,money,103,400
1140,35.0,395,late_planner,defense,7,400
1141,390.0,133,one_two_one,money,6,400
1142,10.0,399,be_strongest,defense,6,400
1143,30.0,395,late_planner,defense,4,400
1144,60.0,390,analyst,defense,4,400
1145,10.0,399,be_strongest,defense,5,400
1146,10.0,0,copycat,money,102,400
1147,1330.0,267,two_one_two,defense,5,400
1148,30.0,0,copycat,money,103,400
1149,10.0,399,be_strongest,defense,5,400
1150,1020.0,1,not_weakest,money,6,400
1151,35.0,395,late_planner,defense,4,400
1152,1330.0,267,two_one_two,defense,5,400
1153,210.0,198,random,defense,6,400
1154,1330.0,267,two_one_two,defense,5,400
1155,670.0,1,not_weakest,money,6,400
1156,1327.0,267,two_one_two,defense,5,400
1157,1330.0,267,two_one_two,defense,6,400
1158,410.0,133,one_two_one,money,4,400
1159,130.0,133,one_two_one,money,6,400
1160,10.0,399,be_strongest,defense,2,400
1161,1640.0,1,not_weakest,money,8,400
1162,1330.0,267,two_one_two,defense,10,400
1163,1885.0,196,random,defense,4,400
1164,60.0,390,analyst,defense,3,400
1165,590.0,133,one_two_one,money,10,400
1166,10.0,0,copycat,money,102,400
1167,28.0,397,analyst,defense,8,400
1168,30.0,395,late_planner,defense,5,400
1169,1604.4,191,random,money,4,400
1170,140.0,186,random,defense,5,400
1171,1330.0,267,two_one_two,defense,5,400
1172,230.0,192,random,money,6,400
1173,560.0,207,random,defense,4,400
1174,1330.0,267,two_one_two,defense,4,400
1175,1841.728,133,one_two_one,money,5,400
1176,1114.0,203,random,money,8,400
1177,620.0,133,one_two_one,money,10,400
1178,10.0,1,not_weakest,money,8,400
1179,30.0,395,late_planner,defense,10,400
1180,120.0,199,random,defense,6,400
1181,60.0,390,analyst,defense,5,400
1182,35.0,395,late_planner,defense,7,400
1183,35.0,395,late_planner,defense,3,400
1184,1330.0,267,two_one_two,defense,5,400
1185,310.0,180,random,defense,5,400
1186,1655.0,206,random,money,2,400
1187,60.0,133,one_two_one,money,9,400
1188,720.0,1,not_weakest,money,10,400
1189,350.0,190,random,defense,6,400
1190,1360.0,133,one_two_one,money,5,400
1191,35.0,395,late_planner,defense,4,400
1192,1330.0,267,two_one_two,defense,5,400
1193,10.0,0,copycat,money,103,400
1194,1190.0,1,not_weakest,money,11,400
1195,30.0,395,late_planner,defense,6,400
1196,140.0,178,random,money,11,400
1197,850.0,1,not_weakest,money,8,400
1198,180.0,1,not_weakest,money,9,400
1199,730.0,133,one_two_one,money,6,400
